# x, y, category
-0.698,-0.651,0.000
-0.152,0.051,1.000
0.239,-0.710,0.000
-0.002,0.023,0.000
0.327,0.007,0.000
-0.599,-0.188,2.000
-0.038,0.488,1.000
0.487,-0.054,0.000
-0.435,-0.852,0.000
-0.333,-0.722,0.000
0.123,-0.696,0.000
-0.277,0.147,1.000
-0.264,0.307,1.000
0.001,0.007,0.000
0.131,-0.130,2.000
0.458,-0.350,0.000
0.025,0.108,0.000
-0.566,-0.200,2.000
0.108,-0.767,0.000
0.203,0.086,0.000
0.075,-0.822,0.000
0.190,0.144,0.000
0.033,0.067,0.000
0.136,0.614,1.000
-0.409,-0.393,2.000
0.432,0.577,1.000
0.939,-0.235,1.000
-0.091,-0.741,0.000
0.178,0.155,0.000
0.074,0.142,0.000
0.014,0.046,0.000
-0.265,-0.447,2.000
0.096,-0.086,2.000
-0.160,-0.061,1.000
-0.104,0.536,1.000
0.393,-0.095,0.000
-0.247,-0.811,0.000
0.075,-0.262,2.000
-0.734,-0.608,0.000
-0.161,0.003,1.000
-0.000,0.026,0.000
-0.791,0.019,2.000
0.601,0.548,1.000
-0.301,-0.369,2.000
-0.195,0.279,1.000
-0.140,-0.080,1.000
0.048,-0.380,2.000
0.354,-0.005,0.000
0.222,-0.750,0.000
-0.005,-0.003,1.000
0.327,0.606,1.000
-0.326,0.202,1.000
-0.457,-0.372,2.000
-0.705,-0.704,0.000
-0.338,0.909,2.000
0.221,0.156,0.000
-0.578,-0.290,2.000
-0.280,-0.816,0.000
0.443,-0.049,0.000
0.063,-0.063,2.000
0.149,-0.238,2.000
0.804,0.323,1.000
-0.518,-0.739,0.000
0.193,-0.627,0.000
-0.658,-0.724,0.000
0.429,0.619,1.000
-0.824,-0.006,2.000
-0.112,-0.010,1.000
0.293,-0.559,0.000
0.187,0.184,0.000
0.350,0.022,0.000
-0.734,-0.099,2.000
0.942,0.016,1.000
-0.261,-0.835,0.000
-0.159,-0.808,0.000
0.270,0.565,1.000
0.136,0.117,0.000
-0.009,0.508,1.000
0.835,0.177,1.000
-0.269,0.063,1.000
-0.225,0.043,1.000
-0.234,0.015,1.000
0.483,0.475,1.000
-0.739,0.474,2.000
-0.183,0.404,1.000
0.421,-0.207,0.000
-0.670,-0.079,2.000
-0.235,0.183,1.000
-0.182,-0.810,0.000
-0.673,0.242,2.000
0.408,-0.038,0.000
0.406,-0.426,0.000
0.494,0.521,1.000
0.261,0.083,0.000
-0.484,-0.271,2.000
-0.695,-0.667,0.000
0.689,0.435,1.000
-0.637,-0.316,2.000
-0.100,-0.811,0.000
-0.213,0.102,1.000
0.048,-0.020,2.000
0.795,0.057,1.000
-0.289,-0.801,0.000
0.007,-0.002,2.000
0.066,-0.031,2.000
0.491,-0.442,0.000
-0.622,0.533,2.000
-0.244,0.280,1.000
0.009,0.000,2.000
-0.272,0.358,1.000
-0.272,-0.818,0.000
0.248,0.144,0.000
0.045,0.624,1.000
0.021,-0.004,2.000
0.898,-0.390,1.000
-0.404,-0.424,2.000
0.020,-0.007,2.000
-0.312,-0.773,0.000
0.091,-0.283,2.000
-0.053,-0.028,1.000
0.398,-0.018,0.000
0.063,-0.046,2.000
0.172,0.160,0.000
0.376,-0.435,0.000
-0.232,0.398,1.000
0.144,-0.218,2.000
-0.769,-0.580,0.000
0.552,-0.334,0.000
-0.113,0.497,1.000
0.814,0.352,1.000
-0.214,0.494,1.000
0.048,-0.009,2.000
0.208,-0.665,0.000
0.386,-0.105,0.000
-0.543,-0.759,0.000
0.297,0.047,0.000
-0.251,0.300,1.000
-0.092,0.597,1.000
0.028,0.068,0.000
-0.263,-0.454,2.000
0.387,0.609,1.000
-0.748,0.486,2.000
0.218,-0.626,0.000
-0.012,0.494,1.000
0.980,-0.043,1.000
-0.180,-0.033,1.000
-0.731,0.074,2.000
-0.080,-0.411,2.000
0.458,-0.333,0.000
0.413,-0.279,0.000
-0.252,0.161,1.000
-0.161,0.429,1.000
-0.024,-0.020,1.000
0.088,-0.073,2.000
0.050,-0.000,2.000
0.442,-0.070,0.000
0.426,-0.504,0.000
0.336,-0.526,0.000
-0.124,-0.022,1.000
0.510,-0.339,0.000
0.173,-0.197,2.000
-0.002,-0.004,1.000
-0.258,-0.431,2.000
-0.120,0.500,1.000
0.091,0.129,0.000
-0.638,-0.114,2.000
0.156,0.110,0.000
0.333,-0.641,0.000
0.002,0.009,0.000
-0.288,0.444,1.000
-0.001,0.019,0.000
-0.658,-0.666,0.000
-0.068,-0.053,1.000
0.345,-0.612,0.000
0.486,-0.253,0.000
0.016,-0.002,2.000
0.773,0.322,1.000
0.004,0.032,0.000
-0.299,0.192,1.000
0.470,-0.058,0.000
0.041,-0.225,2.000
0.422,-0.076,0.000
0.097,-0.039,2.000
-0.289,0.321,1.000
-0.006,0.019,0.000
0.276,0.061,0.000
-0.187,0.038,1.000
-0.382,-0.418,2.000
-0.198,0.427,1.000
0.218,0.126,0.000
-0.651,0.457,2.000
-0.029,0.551,1.000
-0.270,0.102,1.000
-0.792,0.459,2.000
0.133,-0.720,0.000
-0.763,0.358,2.000
0.020,0.073,0.000
0.258,-0.678,0.000
-0.050,-0.774,0.000
-0.488,0.833,2.000
-0.603,-0.222,2.000
0.107,0.138,0.000
-0.251,-0.030,1.000
0.032,-0.021,2.000
0.068,0.080,0.000
0.958,-0.224,1.000
0.159,0.185,0.000
-0.421,-0.390,2.000
-0.104,0.016,1.000
-0.795,0.329,2.000
0.303,0.606,1.000
-0.225,-0.416,2.000
-0.308,0.189,1.000
0.064,-0.066,2.000
-0.113,0.020,1.000
0.287,-0.654,0.000
0.922,-0.196,1.000
0.044,-0.001,2.000
0.456,-0.149,0.000
-0.800,0.445,2.000
0.997,0.040,1.000
-0.050,-0.027,1.000
-0.110,0.418,1.000
0.395,-0.260,0.000
-0.324,0.893,2.000
-0.290,0.166,1.000
-0.167,-0.730,0.000
0.882,0.085,1.000
-0.312,0.275,1.000
-0.085,-0.025,1.000
0.369,0.070,0.000
-0.654,-0.685,0.000
-0.197,0.525,1.000
-0.001,-0.001,1.000
-0.702,-0.026,2.000
0.117,0.138,0.000
0.655,0.453,1.000
0.406,-0.298,0.000
0.168,0.620,1.000
0.407,-0.256,0.000
-0.025,-0.423,2.000
0.435,0.079,0.000
0.275,-0.630,0.000
-0.056,-0.354,2.000
-0.463,-0.310,2.000
0.059,-0.023,2.000
-0.716,0.381,2.000
0.033,-0.278,2.000
0.109,-0.181,2.000
0.017,-0.299,2.000
0.292,0.030,0.000
0.514,0.494,1.000
0.888,-0.444,1.000
0.434,-0.289,0.000
0.440,-0.491,0.000
0.787,0.293,1.000
0.032,0.590,1.000
-0.251,0.131,1.000
-0.000,0.532,1.000
0.373,0.705,1.000
0.356,-0.156,0.000
0.965,-0.211,1.000
0.507,0.631,1.000
-0.079,-0.035,1.000
0.286,0.612,1.000
0.247,0.125,0.000
-0.117,-0.399,2.000
0.426,-0.520,0.000
-0.564,-0.313,2.000
-0.135,-0.060,1.000
-0.112,0.015,1.000
-0.319,-0.783,0.000
-0.209,-0.025,1.000
0.104,-0.768,0.000
-0.166,0.001,1.000
-0.195,0.009,1.000
0.895,-0.160,1.000
-0.281,-0.369,2.000
0.931,0.102,1.000
-0.726,0.319,2.000
0.893,0.288,1.000
-0.284,0.302,1.000
0.144,0.593,1.000
-0.165,0.425,1.000
0.271,0.657,1.000
-0.046,-0.402,2.000
0.318,-0.533,0.000
-0.148,-0.019,1.000
0.870,0.085,1.000
0.763,0.423,1.000
0.034,0.601,1.000
-0.635,-0.214,2.000
0.218,0.598,1.000
-0.180,-0.031,1.000
0.095,-0.214,2.000
-0.152,0.431,1.000
0.160,0.588,1.000
0.273,0.144,0.000
-0.662,-0.028,2.000
-0.164,0.487,1.000
-0.082,-0.048,1.000
0.825,0.207,1.000
0.051,-0.328,2.000
-0.000,0.002,0.000
-0.588,-0.760,0.000
-0.742,-0.025,2.000
-0.705,-0.030,2.000
0.479,0.651,1.000
0.006,-0.402,2.000
-0.268,0.254,1.000
0.380,0.613,1.000
0.691,0.567,1.000
0.227,0.087,0.000
0.172,-0.083,2.000
0.743,0.422,1.000
-0.740,0.300,2.000
-0.402,-0.816,0.000
0.753,0.365,1.000
0.048,0.141,0.000
0.155,0.128,0.000
-0.299,0.347,1.000
0.473,-0.221,0.000
0.476,-0.216,0.000
0.681,0.362,1.000
-0.371,-0.535,2.000
-0.152,-0.046,1.000
-0.270,0.107,1.000
0.171,0.149,0.000
0.272,0.692,1.000
-0.007,-0.297,2.000
0.385,0.515,1.000
0.114,0.139,0.000
-0.035,-0.012,1.000
-0.167,0.491,1.000
-0.351,-0.765,0.000
-0.005,-0.003,1.000
-0.771,-0.511,0.000
-0.026,-0.002,1.000
0.224,-0.655,0.000
-0.579,-0.235,2.000
-0.080,-0.044,1.000
0.080,0.103,0.000
0.107,-0.025,2.000
-0.047,-0.416,2.000
-0.224,0.123,1.000
-0.113,-0.394,2.000
0.264,0.071,0.000
-0.272,-0.393,2.000
0.910,0.209,1.000
-0.100,-0.355,2.000
0.228,0.114,0.000
0.427,-0.282,0.000
0.003,-0.002,2.000
-0.210,0.018,1.000
-0.684,0.407,2.000
0.452,-0.062,0.000
0.162,0.148,0.000
0.302,-0.603,0.000
0.088,0.146,0.000
0.605,0.372,1.000
0.081,0.100,0.000
0.229,0.575,1.000
-0.687,0.500,2.000
-0.067,-0.749,0.000
-0.203,-0.521,2.000
-0.277,-0.393,2.000
-0.533,-0.345,2.000
-0.096,-0.032,1.000
-0.324,-0.414,2.000
0.468,0.000,0.000
-0.086,-0.426,2.000
-0.256,0.165,1.000
0.276,0.616,1.000
0.416,-0.419,0.000
-0.229,0.071,1.000
0.002,0.607,1.000
-0.004,0.039,0.000
0.453,-0.372,0.000
-0.337,-0.914,0.000
0.377,-0.564,0.000
-0.257,-0.462,2.000
0.700,0.457,1.000
-0.756,-0.138,2.000
0.409,0.037,0.000
-0.245,0.058,1.000
0.162,0.502,1.000
-0.578,-0.687,0.000
-0.676,-0.206,2.000
-0.189,0.102,1.000
0.097,0.127,0.000
-0.164,0.347,1.000
-0.700,-0.156,2.000
-0.075,-0.788,0.000
-0.261,-0.523,2.000
-0.533,-0.334,2.000
0.147,-0.596,0.000
0.020,-0.002,2.000
-0.658,0.197,2.000
-0.547,-0.227,2.000
0.018,-0.006,2.000
-0.237,-0.421,2.000
-0.101,-0.030,1.000
-0.705,0.570,2.000
0.162,-0.750,0.000
-0.100,0.405,1.000
0.012,0.047,0.000
0.051,0.058,0.000
-0.101,-0.014,1.000
0.086,-0.285,2.000
-0.746,0.523,2.000
-0.524,-0.246,2.000
0.078,-0.780,0.000
-0.020,-0.760,0.000
-0.686,-0.221,2.000
0.544,0.542,1.000
-0.798,0.443,2.000
0.590,0.501,1.000
-0.291,0.250,1.000
0.384,-0.335,0.000
-0.656,-0.220,2.000
0.182,0.129,0.000
-0.010,-0.457,2.000
0.466,0.548,1.000
0.654,0.601,1.000
-0.601,-0.337,2.000
-0.500,0.773,2.000
0.225,0.165,0.000
0.926,0.143,1.000
-0.414,-0.773,0.000
0.316,0.169,0.000
-0.044,-0.383,2.000
-0.008,-0.797,0.000
0.141,-0.119,2.000
0.167,0.161,0.000
0.094,-0.100,2.000
0.119,-0.664,0.000
0.042,-0.029,2.000
0.092,0.155,0.000
-0.715,-0.661,0.000
-0.223,0.070,1.000
0.121,-0.067,2.000
0.238,-0.745,0.000
0.481,0.599,1.000
-0.573,-0.790,0.000
-0.375,-0.724,0.000
-0.614,-0.255,2.000
-0.124,-0.070,1.000
0.087,-0.162,2.000
0.731,0.391,1.000
-0.781,0.145,2.000
0.922,-0.380,1.000
0.060,-0.326,2.000
0.334,0.063,0.000
-0.781,-0.040,2.000
0.387,0.060,0.000
-0.566,-0.371,2.000
0.015,0.002,2.000
-0.190,-0.071,1.000
-0.336,-0.394,2.000
0.321,0.017,0.000
-0.026,0.562,1.000
-0.107,-0.424,2.000
0.319,0.603,1.000
-0.157,0.001,1.000
-0.432,-0.306,2.000
-0.808,0.316,2.000
-0.066,-0.811,0.000
-0.187,-0.008,1.000
0.766,0.343,1.000
-0.184,-0.462,2.000
0.306,0.086,0.000
0.374,-0.036,0.000
-0.804,0.235,2.000
-0.008,-0.290,2.000
0.339,0.640,1.000
-0.181,-0.801,0.000
-0.411,-0.808,0.000
-0.307,0.226,1.000
-0.417,-0.815,0.000
-0.246,0.231,1.000
0.289,0.576,1.000
0.359,0.046,0.000
0.891,0.004,1.000
0.352,0.041,0.000
-0.038,-0.022,1.000
-0.153,0.011,1.000
0.117,0.129,0.000
-0.240,0.253,1.000
-0.012,-0.009,1.000
0.439,-0.228,0.000
-0.512,-0.804,0.000
0.125,0.112,0.000
-0.151,0.382,1.000
-0.001,0.012,0.000
-0.175,-0.460,2.000
-0.491,-0.277,2.000
0.503,-0.046,0.000
0.410,-0.042,0.000
0.287,0.623,1.000
-0.087,-0.333,2.000
0.395,-0.053,0.000
0.084,-0.268,2.000
-0.283,-0.503,2.000
-0.260,0.261,1.000
-0.040,-0.027,1.000
-0.027,0.582,1.000
0.449,-0.298,0.000
-0.137,-0.856,0.000
0.049,-0.047,2.000
0.062,-0.287,2.000
-0.057,-0.803,0.000
0.299,0.098,0.000
-0.288,0.271,1.000
-0.769,0.205,2.000
-0.004,0.052,0.000
-0.010,0.037,0.000
-0.207,0.041,1.000
-0.730,0.406,2.000
-0.740,0.175,2.000
-0.787,0.286,2.000
0.242,-0.715,0.000
0.823,0.242,1.000
-0.223,0.096,1.000
0.022,-0.004,2.000
0.188,0.157,0.000
-0.792,0.104,2.000
0.185,-0.686,0.000
-0.388,-0.381,2.000
0.022,0.038,0.000
-0.694,0.164,2.000
0.382,-0.454,0.000
-0.001,0.017,0.000
-0.646,-0.265,2.000
0.199,-0.604,0.000
0.351,0.188,0.000
-0.203,-0.414,2.000
0.086,-0.088,2.000
-0.676,-0.014,2.000
0.361,-0.001,0.000
-0.545,-0.760,0.000
-0.780,-0.474,0.000
0.437,-0.172,0.000
-0.221,-0.437,2.000
-0.772,0.271,2.000
-0.093,-0.459,2.000
0.024,0.064,0.000
-0.227,0.135,1.000
-0.819,0.342,2.000
0.486,-0.354,0.000
-0.324,-0.794,0.000
-0.679,-0.238,2.000
0.157,0.145,0.000
-0.288,0.174,1.000
0.064,-0.728,0.000
0.243,0.593,1.000
-0.882,0.224,2.000
0.546,0.523,1.000
-0.113,0.515,1.000
-0.003,0.046,0.000
-0.350,-0.433,2.000
0.416,-0.455,0.000
0.021,0.574,1.000
0.412,-0.146,0.000
-0.766,0.250,2.000
-0.207,-0.808,0.000
-0.146,-0.419,2.000
-0.203,0.018,1.000
0.130,-0.138,2.000
-0.238,0.287,1.000
-0.792,0.583,2.000
-0.277,0.294,1.000
0.046,0.111,0.000
0.104,-0.091,2.000
0.140,-0.196,2.000
-0.303,0.092,1.000
0.014,-0.466,2.000
-0.316,0.197,1.000
0.198,0.178,0.000
0.888,0.114,1.000
-0.024,-0.014,1.000
0.139,0.141,0.000
0.238,-0.684,0.000
-0.256,0.076,1.000
0.080,-0.002,2.000
0.061,-0.030,2.000
-0.139,-0.717,0.000
0.573,0.430,1.000
-0.707,0.488,2.000
-0.102,-0.850,0.000
0.066,-0.786,0.000
-0.187,0.001,1.000
0.877,-0.291,1.000
0.139,0.135,0.000
-0.732,0.365,2.000
0.206,0.147,0.000
0.171,0.171,0.000
-0.114,-0.830,0.000
0.264,0.541,1.000
0.410,-0.028,0.000
-0.293,0.239,1.000
-0.058,-0.028,1.000
-0.751,0.560,2.000
-0.218,0.047,1.000
-0.302,0.224,1.000
0.507,-0.183,0.000
0.419,0.001,0.000
0.020,0.106,0.000
0.056,-0.225,2.000
0.715,0.278,1.000
0.056,-0.753,0.000
0.659,0.424,1.000
0.087,0.109,0.000
-0.758,0.530,2.000
0.919,0.174,1.000
0.691,0.342,1.000
-0.818,0.223,2.000
0.059,-0.312,2.000
-0.194,0.406,1.000
-0.084,-0.047,1.000
0.003,0.084,0.000
-0.103,-0.023,1.000
-0.193,-0.367,2.000
-0.215,0.371,1.000
0.304,0.640,1.000
-0.742,0.292,2.000
0.124,0.160,0.000
0.144,-0.155,2.000
0.839,0.298,1.000
-0.222,0.380,1.000
-0.196,-0.392,2.000
0.265,-0.639,0.000
0.040,-0.396,2.000
-0.534,-0.790,0.000
0.178,0.571,1.000
0.257,0.633,1.000
-0.736,0.067,2.000
0.044,-0.048,2.000
-0.652,-0.069,2.000
0.126,-0.115,2.000
0.003,0.013,0.000
0.061,0.119,0.000
-0.250,-0.320,2.000
0.371,-0.567,0.000
-0.000,0.001,0.000
0.431,-0.188,0.000
0.482,-0.461,0.000
-0.488,-0.424,2.000
0.757,0.388,1.000
0.078,-0.449,2.000
-0.036,-0.041,1.000
0.162,-0.195,2.000
-0.857,0.434,2.000
0.022,-0.005,2.000
0.453,-0.131,0.000
-0.745,-0.577,0.000
0.457,-0.244,0.000
0.137,-0.085,2.000
-0.033,-0.341,2.000
-0.248,0.049,1.000
-0.266,0.042,1.000
0.607,0.538,1.000
0.408,0.027,0.000
-0.091,-0.394,2.000
-0.492,-0.328,2.000
0.429,-0.007,0.000
-0.488,-0.266,2.000
-0.614,-0.372,2.000
0.415,-0.076,0.000
0.286,0.611,1.000
-0.041,-0.396,2.000
-0.279,0.205,1.000
0.874,0.236,1.000
-0.256,0.121,1.000
0.105,-0.702,0.000
-0.424,-0.778,0.000
0.436,-0.348,0.000
-0.109,-0.821,0.000
0.116,-0.364,2.000
-0.244,0.231,1.000
0.481,-0.155,0.000
0.400,-0.072,0.000
-0.144,-0.426,2.000
-0.800,0.254,2.000
0.014,0.095,0.000
0.511,0.535,1.000
-0.069,0.525,1.000
-0.492,-0.252,2.000
-0.791,-0.072,2.000
-0.246,0.305,1.000
-0.278,0.364,1.000
0.112,-0.202,2.000
-0.562,-0.741,0.000
-0.448,-0.358,2.000
-0.179,-0.015,1.000
0.044,-0.011,2.000
0.010,-0.315,2.000
0.025,-0.007,2.000
-0.651,-0.708,0.000
-0.303,0.138,1.000
-0.007,-0.010,1.000
0.146,0.161,0.000
-0.665,0.150,2.000
-0.628,0.470,2.000
-0.257,0.316,1.000
0.189,0.497,1.000
0.180,-0.700,0.000
-0.225,-0.821,0.000
-0.145,-0.792,0.000
-0.044,-0.334,2.000
0.500,0.069,0.000
0.132,-0.697,0.000
0.706,0.435,1.000
-0.437,-0.867,0.000
0.169,-0.128,2.000
-0.802,0.066,2.000
-0.274,0.308,1.000
-0.174,0.390,1.000
0.343,0.016,0.000
0.001,0.010,0.000
-0.597,-0.212,2.000
-0.677,0.671,2.000
-0.213,-0.389,2.000
0.410,-0.097,0.000
-0.773,0.086,2.000
-0.195,-0.472,2.000
0.775,0.465,1.000
-0.090,0.486,1.000
0.022,0.080,0.000
-0.811,-0.524,0.000
0.090,-0.007,2.000
0.127,-0.313,2.000
0.480,-0.203,0.000
0.016,0.561,1.000
0.131,-0.188,2.000
-0.737,0.308,2.000
-0.692,0.681,2.000
0.899,0.195,1.000
-0.609,0.682,2.000
0.222,0.100,0.000
-0.110,-0.441,2.000
0.080,-0.380,2.000
0.093,-0.223,2.000
-0.055,-0.789,0.000
0.456,0.578,1.000
-0.159,0.072,1.000
-0.281,0.124,1.000
-0.072,0.590,1.000
0.007,-0.004,2.000
-0.457,-0.410,2.000
0.334,0.038,0.000
0.300,0.572,1.000
0.941,-0.176,1.000
0.131,-0.079,2.000
0.079,-0.056,2.000
0.424,0.631,1.000
-0.284,0.115,1.000
-0.080,-0.023,1.000
-0.636,-0.032,2.000
-0.175,-0.844,0.000
-0.457,-0.182,2.000
-0.590,-0.230,2.000
-0.027,0.530,1.000
-0.188,0.426,1.000
0.459,-0.165,0.000
-0.204,-0.035,1.000
-0.300,-0.858,0.000
0.404,-0.117,0.000
-0.771,0.075,2.000
-0.219,-0.459,2.000
-0.422,-0.348,2.000
-0.189,-0.816,0.000
-0.502,-0.310,2.000
0.678,0.466,1.000
-0.232,0.495,1.000
-0.280,0.114,1.000
0.174,0.104,0.000
0.957,-0.098,1.000
-0.014,-0.011,1.000
0.295,-0.566,0.000
0.456,-0.245,0.000
-0.822,0.212,2.000
0.063,-0.352,2.000
-0.255,0.056,1.000
-0.787,0.223,2.000
-0.260,0.280,1.000
0.178,0.133,0.000
0.069,-0.075,2.000
-0.195,-0.490,2.000
0.086,-0.274,2.000
0.146,-0.109,2.000
-0.805,0.532,2.000
0.324,0.581,1.000
-0.162,0.450,1.000
-0.678,-0.045,2.000
0.971,0.080,1.000
0.330,0.041,0.000
-0.156,-0.017,1.000
0.094,-0.183,2.000
0.861,0.286,1.000
-0.270,0.093,1.000
-0.213,0.108,1.000
0.896,-0.018,1.000
-0.465,0.843,2.000
-0.741,0.065,2.000
0.402,-0.040,0.000
-0.165,0.033,1.000
0.240,0.618,1.000
-0.538,-0.709,0.000
0.001,-0.000,2.000
-0.159,-0.439,2.000
0.009,0.047,0.000
0.114,-0.258,2.000
0.739,0.433,1.000
0.346,-0.002,0.000
0.073,-0.279,2.000
-0.686,-0.081,2.000
0.505,-0.341,0.000
-0.308,0.364,1.000
0.014,-0.003,2.000
-0.021,0.537,1.000
0.011,0.004,2.000
0.098,-0.178,2.000
-0.678,0.644,2.000
-0.368,-0.362,2.000
-0.180,0.349,1.000
0.175,-0.738,0.000
0.023,0.060,0.000
0.038,0.089,0.000
0.418,-0.080,0.000
0.112,0.586,1.000
0.167,-0.752,0.000
0.054,-0.025,2.000
0.936,-0.009,1.000
0.019,-0.006,2.000
-0.551,0.807,2.000
0.135,-0.151,2.000
-0.109,-0.457,2.000
0.071,-0.227,2.000
0.036,0.094,0.000
-0.124,-0.783,0.000
-0.155,0.522,1.000
0.421,-0.088,0.000
-0.601,0.779,2.000
0.401,0.017,0.000
0.410,-0.001,0.000
-0.315,0.248,1.000
-0.200,0.061,1.000
0.695,0.489,1.000
0.322,0.021,0.000
0.002,0.033,0.000
-0.281,0.287,1.000
0.980,-0.193,1.000
-0.666,-0.036,2.000
-0.192,0.016,1.000
0.462,-0.188,0.000
-0.621,0.713,2.000
-0.029,-0.014,1.000
0.163,-0.641,0.000
-0.558,-0.740,0.000
0.973,0.153,1.000
0.199,0.092,0.000
0.473,-0.039,0.000
-0.056,-0.325,2.000
-0.049,-0.025,1.000
-0.773,0.566,2.000
-0.289,-0.838,0.000
-0.619,0.647,2.000
0.226,-0.672,0.000
-0.397,-0.374,2.000
0.077,-0.378,2.000
0.076,-0.093,2.000
0.439,-0.188,0.000
-0.477,-0.264,2.000
0.805,0.373,1.000
-0.121,0.549,1.000
0.028,-0.323,2.000
-0.797,0.277,2.000
-0.759,0.488,2.000
0.061,-0.015,2.000
0.488,-0.414,0.000
0.409,-0.307,0.000
0.798,0.262,1.000
-0.019,-0.357,2.000
-0.019,0.630,1.000
0.120,0.662,1.000
0.031,-0.022,2.000
0.583,0.513,1.000
0.122,-0.085,2.000
0.697,0.269,1.000
0.240,0.135,0.000
-0.246,0.228,1.000
0.125,-0.831,0.000
-0.038,-0.411,2.000
-0.103,0.435,1.000
0.060,0.081,0.000
0.423,-0.361,0.000
0.073,-0.087,2.000
0.394,0.016,0.000
-0.670,-0.117,2.000
-0.078,-0.026,1.000
0.049,-0.020,2.000
-0.110,-0.047,1.000
0.812,0.366,1.000
-0.226,0.169,1.000
0.186,-0.693,0.000
-0.731,-0.103,2.000
-0.104,-0.072,1.000
0.163,-0.280,2.000
0.002,0.013,0.000
-0.674,-0.094,2.000
0.924,0.118,1.000
0.914,0.011,1.000
0.278,0.598,1.000
0.331,-0.050,0.000
0.108,-0.077,2.000
0.286,0.144,0.000
-0.159,0.010,1.000
-0.312,0.207,1.000
0.036,-0.409,2.000
-0.078,-0.046,1.000
-0.028,-0.022,1.000
-0.008,-0.680,0.000
-0.024,-0.774,0.000
0.128,-0.192,2.000
-0.731,0.059,2.000
-0.720,0.551,2.000
-0.796,-0.129,2.000
0.012,0.029,0.000
-0.001,0.015,0.000
-0.701,-0.685,0.000
0.111,-0.062,2.000
-0.075,0.473,1.000
0.690,0.361,1.000
-0.566,-0.184,2.000
0.487,-0.315,0.000
-0.009,-0.004,1.000
-0.609,-0.272,2.000
-0.598,-0.726,0.000
-0.849,-0.379,0.000
-0.741,-0.620,0.000
0.409,-0.485,0.000
-0.023,0.614,1.000
-0.400,-0.762,0.000
-0.359,-0.397,2.000
0.025,0.078,0.000
0.393,-0.211,0.000
-0.023,-0.012,1.000
-0.592,-0.763,0.000
0.343,0.065,0.000
-0.046,-0.032,1.000
-0.509,-0.317,2.000
-0.338,-0.354,2.000
-0.498,-0.712,0.000
-0.165,-0.392,2.000
-0.234,0.397,1.000
-0.014,-0.722,0.000
