x, y, category
-2.578220425606010495e-03,1.172098902642452166e-02,0.000000000000000000e+00
9.156700019679792123e-04,1.206651709651056052e-02,0.000000000000000000e+00
-1.077832401148892238e-03,1.215352005720272965e-02,0.000000000000000000e+00
-2.503911470510905568e-03,1.204369917787509112e-02,0.000000000000000000e+00
1.554328877313953638e-04,1.240026601451866585e-02,0.000000000000000000e+00
8.798184219417577766e-04,1.247025157053926504e-02,0.000000000000000000e+00
2.430317213130833709e-03,1.236468014171798573e-02,0.000000000000000000e+00
7.275294637162369382e-04,1.268041654358286439e-02,0.000000000000000000e+00
-4.600840233485638080e-03,1.194592156603228698e-02,0.000000000000000000e+00
4.087259154291075780e-03,1.223673157336670203e-02,0.000000000000000000e+00
-1.881998608536255202e-03,1.286436497881429490e-02,0.000000000000000000e+00
1.157811684214506793e-03,1.305004977970899809e-02,0.000000000000000000e+00
-5.379353149855371080e-03,1.205559674661682394e-02,0.000000000000000000e+00
3.153942824074435717e-03,1.292199783198701331e-02,0.000000000000000000e+00
4.399551648485681629e-03,1.265858849476612230e-02,0.000000000000000000e+00
1.206258714920833888e-03,1.344735644581888413e-02,0.000000000000000000e+00
7.313515857108011334e-04,1.358168334219356753e-02,0.000000000000000000e+00
-5.693387816982196578e-03,1.246245877814203956e-02,0.000000000000000000e+00
2.748803067234224882e-03,1.352487247302264217e-02,0.000000000000000000e+00
1.069741712927842550e-03,1.386016956839616551e-02,0.000000000000000000e+00
4.814479152353270605e-03,1.314762322141685945e-02,0.000000000000000000e+00
2.085057152341995325e-03,1.394640830596045704e-02,0.000000000000000000e+00
2.712797007505645709e-03,1.393990912617708126e-02,0.000000000000000000e+00
2.891690616893455301e-03,1.400603546731509635e-02,0.000000000000000000e+00
-4.406416611093044787e-04,1.439469739689321938e-02,0.000000000000000000e+00
1.182026823954193369e-03,1.445319580216755662e-02,0.000000000000000000e+00
-2.189605093317025235e-04,1.459981831020530120e-02,0.000000000000000000e+00
1.283613426973202959e-03,1.464532557008066567e-02,0.000000000000000000e+00
2.263034343891400305e-03,1.462745672119539382e-02,0.000000000000000000e+00
3.157671652181539158e-03,1.456308752971694973e-02,0.000000000000000000e+00
3.827464941279952026e-03,1.450501702426346476e-02,0.000000000000000000e+00
-6.076542261913662080e-04,1.508927980993804603e-02,0.000000000000000000e+00
3.994248492704625085e-03,1.466738538085950519e-02,0.000000000000000000e+00
-4.731265554884247181e-03,1.455169925722774038e-02,0.000000000000000000e+00
-3.866890913165893593e-03,1.490820558556340408e-02,0.000000000000000000e+00
3.869249860130954694e-03,1.501089480105492237e-02,0.000000000000000000e+00
-9.346481864458888386e-04,1.557353884219469901e-02,0.000000000000000000e+00
5.376170425255302971e-04,1.569236353489403962e-02,0.000000000000000000e+00
2.485394360613786807e-03,1.560489507694389627e-02,0.000000000000000000e+00
2.624742869075233007e-03,1.568347201535903734e-02,0.000000000000000000e+00
7.576078357613336058e-04,1.598365534063523122e-02,0.000000000000000000e+00
1.470678863438807001e-03,1.603430551841804330e-02,0.000000000000000000e+00
7.173531208283614232e-04,1.618573138212443460e-02,0.000000000000000000e+00
-7.411284340737407878e-04,1.628477431885287999e-02,0.000000000000000000e+00
5.017851671253439373e-03,1.561521580623127618e-02,0.000000000000000000e+00
-5.745073963391566889e-03,1.546927869435900729e-02,0.000000000000000000e+00
3.461505887068549829e-03,1.623678223237880539e-02,0.000000000000000000e+00
1.501174752155891474e-03,1.663406927757923523e-02,0.000000000000000000e+00
1.704177785485330070e-03,1.671503019871000556e-02,0.000000000000000000e+00
4.416002372793758761e-05,1.690163247919404185e-02,0.000000000000000000e+00
-2.464804986772192730e-03,1.682208503867279464e-02,0.000000000000000000e+00
1.825848238357006366e-03,1.700396333164590212e-02,0.000000000000000000e+00
-2.582892857685177481e-03,1.700669989627918641e-02,0.000000000000000000e+00
-1.282008563344483646e-04,1.730125520071686823e-02,0.000000000000000000e+00
6.021268395230174736e-03,1.632681499854192475e-02,0.000000000000000000e+00
1.456479622168300276e-03,1.744104143389762357e-02,0.000000000000000000e+00
4.735838289164134504e-03,1.695269291271820494e-02,0.000000000000000000e+00
5.405149730752019377e-03,1.685636448906183138e-02,0.000000000000000000e+00
5.467136756169871555e-03,1.694148143450872543e-02,0.000000000000000000e+00
3.106800562983657362e-03,1.763014128915098289e-02,0.000000000000000000e+00
2.703033946736985767e-03,1.779770820089158698e-02,0.000000000000000000e+00
-3.689067496918636640e-04,1.809805071381010572e-02,0.000000000000000000e+00
4.188146073580249762e-03,1.771343248511929661e-02,0.000000000000000000e+00
-4.662049219499989940e-03,1.769808704699463511e-02,0.000000000000000000e+00
1.661706254998013797e-03,1.832665966509595609e-02,0.000000000000000000e+00
7.312308449773179640e-03,1.699554663446412733e-02,0.000000000000000000e+00
2.807674788920597056e-04,1.859974118107509192e-02,0.000000000000000000e+00
6.235545720764982744e-03,1.763173043284034514e-02,0.000000000000000000e+00
-1.972261869074847570e-03,1.869815182643480567e-02,0.000000000000000000e+00
-6.896701077382327849e-03,1.759877742818979213e-02,0.000000000000000000e+00
9.267718950710614927e-04,1.897928620064386410e-02,0.000000000000000000e+00
5.518448234373542292e-04,1.909393726387003873e-02,0.000000000000000000e+00
-8.348933548551241979e-04,1.918376115746580138e-02,0.000000000000000000e+00
3.916497739371136919e-03,1.890041149376623861e-02,0.000000000000000000e+00
3.781371559785863881e-03,1.902988471901887954e-02,0.000000000000000000e+00
2.363424119640481803e-03,1.935820983044978655e-02,0.000000000000000000e+00
8.330222499834689237e-03,1.774385067085453016e-02,0.000000000000000000e+00
-6.172624487410334135e-04,1.969229841114608637e-02,0.000000000000000000e+00
-1.992450384360332401e-03,1.970148626953384732e-02,0.000000000000000000e+00
2.583905913195085145e-03,1.973354109412803203e-02,0.000000000000000000e+00
7.493383666179958581e-03,1.854532860946463829e-02,0.000000000000000000e+00
4.814646106535120686e-03,1.951691566284853574e-02,0.000000000000000000e+00
-1.916049029455728836e-03,2.011095165226037262e-02,0.000000000000000000e+00
-1.488935006706149566e-03,2.024735792418738342e-02,0.000000000000000000e+00
3.491289114380828010e-03,2.010109809951363818e-02,0.000000000000000000e+00
-1.156889757318017896e-03,2.046938369122514381e-02,0.000000000000000000e+00
3.357174000668290605e-03,2.032668855130452881e-02,0.000000000000000000e+00
-4.681492300442003512e-03,2.016579630704714785e-02,0.000000000000000000e+00
-1.784539913007997681e-03,2.072539404401789118e-02,0.000000000000000000e+00
-4.005862824256679194e-03,2.051463960539608861e-02,0.000000000000000000e+00
2.249029209100214186e-03,2.088133331107901863e-02,0.000000000000000000e+00
5.447865946160379731e-03,2.038675579857538930e-02,0.000000000000000000e+00
-1.655243236650746344e-03,2.113740928573130604e-02,0.000000000000000000e+00
-2.372084473158209660e-03,2.116964730137743320e-02,0.000000000000000000e+00
2.827796594494508785e-03,2.121450381604050861e-02,0.000000000000000000e+00
5.209006109220596509e-03,2.086165667494917914e-02,0.000000000000000000e+00
2.486701802631472585e-03,2.145855633875344906e-02,0.000000000000000000e+00
3.240549724109153510e-04,2.169975070141220638e-02,0.000000000000000000e+00
6.163681096719796949e-03,2.091277355103909191e-02,0.000000000000000000e+00
1.278495159626525692e-03,2.186484361977076435e-02,0.000000000000000000e+00
-6.408359954792637939e-03,2.104827159677835277e-02,0.000000000000000000e+00
-1.982686066701623822e-03,2.201310183993071892e-02,0.000000000000000000e+00
9.113383518402623637e-05,2.220203318192404823e-02,0.000000000000000000e+00
-8.354452181187627243e-04,2.228657677186453648e-02,0.000000000000000000e+00
1.937217590329834470e-03,2.231832330311853477e-02,0.000000000000000000e+00
7.107989297296368400e-03,2.135012302866298381e-02,0.000000000000000000e+00
8.934069608877274332e-03,2.076161283591857268e-02,0.000000000000000000e+00
4.888212642511664818e-03,2.216976433393802806e-02,0.000000000000000000e+00
1.854478759040617368e-03,2.272674398433587387e-02,0.000000000000000000e+00
4.667101935943152730e-03,2.242170950783890435e-02,0.000000000000000000e+00
-8.137529585910310403e-04,2.298790164400615205e-02,0.000000000000000000e+00
-8.206809178776235808e-03,2.159548612820718499e-02,0.000000000000000000e+00
6.273703952201848885e-03,2.233804608441571429e-02,0.000000000000000000e+00
8.906958594066842136e-03,2.153287446887782938e-02,0.000000000000000000e+00
-1.211123787186656284e-03,2.337098003082243788e-02,0.000000000000000000e+00
-5.320752653664817360e-04,2.349632657420505297e-02,0.000000000000000000e+00
6.645303465866863289e-03,2.264754623701132827e-02,0.000000000000000000e+00
-2.631457240242988070e-03,2.355584402320833742e-02,0.000000000000000000e+00
6.946272221890961197e-03,2.276626028171627528e-02,0.000000000000000000e+00
3.920662378260805596e-03,2.357864851203892928e-02,0.000000000000000000e+00
5.926533199573594951e-03,2.325922228959206514e-02,0.000000000000000000e+00
2.100077652184576416e-03,2.401074453825658567e-02,0.000000000000000000e+00
2.822315782295609522e-03,2.403729766834341794e-02,0.000000000000000000e+00
7.607873924157605716e-03,2.308090921240290097e-02,0.000000000000000000e+00
7.882119850850591303e-03,2.309439924570476366e-02,0.000000000000000000e+00
-2.506939212380032526e-03,2.437386558991684951e-02,0.000000000000000000e+00
-2.082914926887276079e-03,2.451412889671120143e-02,0.000000000000000000e+00
6.975675598933761719e-03,2.369708813849458542e-02,0.000000000000000000e+00
7.030178089655722724e-03,2.378528163552798974e-02,0.000000000000000000e+00
4.386750749689131111e-03,2.451306668825592450e-02,0.000000000000000000e+00
9.779241190037797008e-05,2.500230900130376299e-02,0.000000000000000000e+00
9.096590315125351045e-03,2.339632589834541102e-02,0.000000000000000000e+00
9.598164499031558439e-03,2.330326726670040732e-02,0.000000000000000000e+00
-9.291578874904180777e-04,2.528546425963689934e-02,0.000000000000000000e+00
6.170828652673753315e-03,2.464162991964455318e-02,0.000000000000000000e+00
-3.993437988104236308e-03,2.518794399202260031e-02,0.000000000000000000e+00
-7.157721371967767053e-03,2.458166219816507181e-02,0.000000000000000000e+00
-8.244180454200307397e-04,2.568934512018023614e-02,0.000000000000000000e+00
-1.606242742243147933e-03,2.575253642313421118e-02,0.000000000000000000e+00
-5.454348281124837307e-03,2.532181405340411598e-02,0.000000000000000000e+00
1.590047928783920031e-03,2.595393935160661414e-02,0.000000000000000000e+00
-4.377798577443979371e-03,2.573288056270332455e-02,0.000000000000000000e+00
8.554872482514104884e-03,2.476674111391866107e-02,0.000000000000000000e+00
5.329514779619780665e-03,2.575703070944477743e-02,0.000000000000000000e+00
-6.921565409537843924e-03,2.547923360686261962e-02,0.000000000000000000e+00
6.035844824691696505e-04,2.649577620759263272e-02,0.000000000000000000e+00
2.914898140573600905e-03,2.644248290270244731e-02,0.000000000000000000e+00
2.923063308476490062e-03,2.654219848249557423e-02,0.000000000000000000e+00
3.705253643568127107e-03,2.654533414720746179e-02,0.000000000000000000e+00
5.490723372089373507e-03,2.633641396550385344e-02,0.000000000000000000e+00
1.212200367866731490e-04,2.700242817925080363e-02,0.000000000000000000e+00
2.903792388830532100e-03,2.694670469274133492e-02,0.000000000000000000e+00
4.207551692974976359e-03,2.687535114094517785e-02,0.000000000000000000e+00
1.814908722371842741e-03,2.724234179895590816e-02,0.000000000000000000e+00
6.528884207956626518e-04,2.739496142059328135e-02,0.000000000000000000e+00
-3.601571386865189215e-03,2.726591198247070233e-02,0.000000000000000000e+00
2.000916835276977512e-03,2.753014178449054994e-02,0.000000000000000000e+00
1.635316435971690980e-03,2.765446114419896698e-02,0.000000000000000000e+00
2.670888135248728184e-03,2.767419281130489503e-02,0.000000000000000000e+00
1.298356092341472218e-03,2.787256674246011909e-02,0.000000000000000000e+00
-1.200671241886234163e-02,2.529813590788604349e-02,0.000000000000000000e+00
7.635150203707954421e-03,2.704574693104772054e-02,0.000000000000000000e+00
-1.243702550150950091e-04,2.820254605350461588e-02,0.000000000000000000e+00
6.110134966663463389e-03,2.763542025587923875e-02,0.000000000000000000e+00
-6.083699678562650651e-04,2.839632409630227575e-02,0.000000000000000000e+00
5.305655677544011614e-03,2.800468696847180361e-02,0.000000000000000000e+00
9.269102601438592923e-03,2.705933024866056386e-02,0.000000000000000000e+00
4.236705431736274017e-04,2.869974330869254006e-02,0.000000000000000000e+00
3.088540717126607091e-03,2.863680898992011087e-02,0.000000000000000000e+00
4.798771962047060466e-04,2.889890629307974648e-02,0.000000000000000000e+00
3.558739212560520834e-03,2.878373847244913505e-02,0.000000000000000000e+00
1.084788872749268065e-02,2.700560492867406376e-02,0.000000000000000000e+00
1.586018182526269596e-02,2.452070933011967283e-02,0.000000000000000000e+00
9.254304435746374402e-03,2.780322954565997082e-02,0.000000000000000000e+00
1.387048489402055440e-02,2.592571207776182829e-02,0.000000000000000000e+00
1.063912414259820562e-02,2.751786898706666540e-02,0.000000000000000000e+00
5.630499225267855765e-04,2.959760519151926131e-02,0.000000000000000000e+00
1.414270423730112740e-02,2.611992268982536031e-02,0.000000000000000000e+00
5.258919270004004318e-03,2.933532687318028340e-02,0.000000000000000000e+00
-1.896369798160750563e-03,2.984279830063696001e-02,0.000000000000000000e+00
3.011169935887060729e-03,2.985151390835664650e-02,0.000000000000000000e+00
5.781252708661888248e-04,3.009745837035264146e-02,0.000000000000000000e+00
7.780228390071577613e-03,2.918373659357507283e-02,0.000000000000000000e+00
1.866916708940758677e-03,3.024546689254855453e-02,0.000000000000000000e+00
-3.681864862085911742e-03,3.017927651329359306e-02,0.000000000000000000e+00
-1.447644707153310836e-03,3.046867904443959635e-02,0.000000000000000000e+00
1.944881023824610337e-03,3.054119738808079229e-02,0.000000000000000000e+00
-5.326459288034382338e-03,3.023751573346234595e-02,0.000000000000000000e+00
-1.523343796703250546e-04,3.080270362646379129e-02,0.000000000000000000e+00
1.040126324842490131e-02,2.910008098760354447e-02,0.000000000000000000e+00
7.743815010786417145e-03,3.002041901627229906e-02,0.000000000000000000e+00
4.157935049624055489e-03,3.082393626945262657e-02,0.000000000000000000e+00
-1.676881619144591573e-03,3.115802922590691151e-02,0.000000000000000000e+00
2.916958436343548844e-03,3.116692671527405284e-02,0.000000000000000000e+00
8.339341036801142110e-03,3.027561085518620451e-02,0.000000000000000000e+00
1.099775174751060729e-02,2.952114388487676530e-02,0.000000000000000000e+00
5.949247547221868035e-04,3.159756013519102874e-02,0.000000000000000000e+00
9.908859855142867004e-03,3.011487181646068517e-02,0.000000000000000000e+00
8.117422320997358040e-03,3.074979240911748443e-02,0.000000000000000000e+00
2.975856957522721950e-03,3.176409652265800576e-02,0.000000000000000000e+00
8.243232755459392602e-03,3.092335597026004898e-02,0.000000000000000000e+00
-3.746423035886657822e-03,3.188385841382124913e-02,0.000000000000000000e+00
-3.310569245576322484e-03,3.203260105548083603e-02,0.000000000000000000e+00
5.603260423773451107e-04,3.229837029989450492e-02,0.000000000000000000e+00
3.182569216021786940e-03,3.224656937849715299e-02,0.000000000000000000e+00
2.578602235728315491e-03,3.240080388202772055e-02,0.000000000000000000e+00
7.781168266422681208e-04,3.259397364684379905e-02,0.000000000000000000e+00
3.469087483697817515e-03,3.251875339113461522e-02,0.000000000000000000e+00
-4.278646819557799762e-03,3.252304385621050675e-02,0.000000000000000000e+00
3.152360641107087007e-03,3.275193333018722869e-02,0.000000000000000000e+00
2.501932496091735080e-03,3.290832974277723560e-02,0.000000000000000000e+00
5.688889125850991012e-03,3.261082175270132305e-02,0.000000000000000000e+00
9.559294614178245886e-03,3.179748995677099399e-02,0.000000000000000000e+00
1.128045854637223060e-02,3.133469429011098012e-02,0.000000000000000000e+00
8.944627045314904740e-03,3.218348633214686283e-02,0.000000000000000000e+00
-4.053589660245188186e-03,3.325722319344089073e-02,0.000000000000000000e+00
-1.362211251890552491e-02,3.071846149135066401e-02,0.000000000000000000e+00
5.616869244968784002e-03,3.323203201671795504e-02,0.000000000000000000e+00
8.608827014562047200e-03,3.268878431069465601e-02,0.000000000000000000e+00
8.599065994167341687e-03,3.279475477128701577e-02,0.000000000000000000e+00
7.236658226825006673e-03,3.322441891730765207e-02,0.000000000000000000e+00
6.097285157761840949e-03,3.355392243231614807e-02,0.000000000000000000e+00
1.680673587100084063e-02,2.978938724539819879e-02,0.000000000000000000e+00
-3.721349530480831669e-03,3.410098079192733223e-02,0.000000000000000000e+00
2.103708069619762352e-03,3.433906113835016871e-02,0.000000000000000000e+00
3.519571752299595433e-03,3.432347156673806743e-02,0.000000000000000000e+00
1.575438735894662753e-02,3.080906923072899636e-02,0.000000000000000000e+00
8.710978889468569408e-03,3.359240540531073516e-02,0.000000000000000000e+00
1.081069451024147844e-02,3.308188520236233360e-02,0.000000000000000000e+00
1.071893405428740557e-02,3.321683445611593732e-02,0.000000000000000000e+00
3.506545804220646476e-03,3.482741984812832980e-02,0.000000000000000000e+00
2.976153823601885955e-03,3.497712034149592919e-02,0.000000000000000000e+00
4.171366199264993531e-03,3.495550813831471010e-02,0.000000000000000000e+00
-1.015450293947497105e-02,3.381161524446708866e-02,0.000000000000000000e+00
2.582626542699815834e-03,3.530921564890326936e-02,0.000000000000000000e+00
4.135340085208513358e-03,3.526189232290589254e-02,0.000000000000000000e+00
4.775600649659228827e-03,3.528182461921214319e-02,0.000000000000000000e+00
6.119011438130123048e-03,3.517531286655217748e-02,0.000000000000000000e+00
9.637021420552168566e-03,3.448222998290779995e-02,0.000000000000000000e+00
-5.086023502738026836e-03,3.554152733914304335e-02,0.000000000000000000e+00
1.461829801043812091e-02,3.290234949305605172e-02,0.000000000000000000e+00
5.071238711542358502e-03,3.574567413033453989e-02,0.000000000000000000e+00
3.727485446522227613e-03,3.601122018988536788e-02,0.000000000000000000e+00
1.187474707066453472e-02,3.430661684782857629e-02,0.000000000000000000e+00
-1.502422614554208306e-03,3.637262374425821732e-02,0.000000000000000000e+00
8.046757143427714018e-03,3.560570445093770575e-02,0.000000000000000000e+00
8.428563178890223842e-03,3.562004035555848408e-02,0.000000000000000000e+00
1.190760858992766149e-03,3.668434961926923810e-02,0.000000000000000000e+00
-2.836658521237008131e-03,3.669419922912218329e-02,0.000000000000000000e+00
1.114206550947842780e-02,3.518148289990401939e-02,0.000000000000000000e+00
-7.196342548358360992e-03,3.629719679261972365e-02,0.000000000000000000e+00
1.900931539188674066e-02,3.186426292305510194e-02,0.000000000000000000e+00
1.216130461075353580e-02,3.515991296469888477e-02,0.000000000000000000e+00
-3.046364176502179381e-03,3.717913346284969917e-02,0.000000000000000000e+00
1.241809063350424354e-02,3.528216006690165774e-02,0.000000000000000000e+00
-1.649156559625324960e-03,3.746747355820739811e-02,0.000000000000000000e+00
1.012603756333408690e-02,3.621472294087589583e-02,0.000000000000000000e+00
5.382739506598946920e-04,3.769992787524171357e-02,0.000000000000000000e+00
1.241848422627375367e-02,3.570584070418600375e-02,0.000000000000000000e+00
8.657013229929493708e-03,3.690194367556907246e-02,0.000000000000000000e+00
2.830124354548599949e-03,3.789827488769861863e-02,0.000000000000000000e+00
6.379393180281489086e-03,3.756599137791368642e-02,0.000000000000000000e+00
9.105366971033731008e-03,3.710288646595902989e-02,0.000000000000000000e+00
5.358225374990322094e-03,3.792720452186502250e-02,0.000000000000000000e+00
