# x1, y1, x2, y2, x_target, y_target
9.606578944112564855e-01,-5.024513527096848842e-01,1.415438410726224783e+00,-4.109386427444766676e-01,1.786035592835546248e+00,-1.124030248030638002e-01
4.311905208699147729e-01,-3.328935850891606152e-01,8.661717028463579160e-01,-4.940267861145197226e-01,1.332667510260778787e+00,-4.448306661636238224e-01
-9.353444109332892387e-01,3.374074952901843227e-01,-6.739454243068545569e-01,7.486114872983171686e-01,-2.663853071407918383e-01,9.689289778912775208e-01
9.450746530142462021e-01,-5.040459427521359892e-01,1.403179907175834851e+00,-3.950428223800445671e-01,1.773477353748446950e+00,-1.121801032318128361e-01
2.372462455178222518e-01,-1.395453439987332789e-01,6.147583627075317025e-01,-4.191791836875449206e-01,1.075314467953537134e+00,-5.012823628399090126e-01
9.461396157849008004e-01,-4.827416056919024423e-01,1.403438505871132280e+00,-4.066650074324758557e-01,1.774599609231924724e+00,-1.291475015103766000e-01
4.935325460597514424e-01,8.580426564463663475e-01,8.355561885018388812e-01,5.473468173223668964e-01,9.930311313246857896e-01,1.329635312932753166e-01
1.455687143378461057e+00,-3.817036849866307646e-01,1.808814857555859579e+00,-9.942600620051893212e-02,1.985306917715314201e+00,3.553312209970204139e-01
1.856560290590544837e-02,2.366068298626818334e-01,2.043940526212157383e-01,-1.022642619958467197e-01,5.668085338048231003e-01,-4.076660660850028872e-01
-8.971466424866629819e-01,4.075318863510372092e-01,-6.016266397948144551e-01,7.902286721388692703e-01,-1.733729422752297578e-01,9.990588021121186157e-01
6.618683858267768727e-01,-4.396292325152657554e-01,1.128181899408300826e+00,-5.031932584428823185e-01,1.563057703334609805e+00,-3.381542177967874485e-01
3.785370725010996362e-01,-2.801383215827433215e-01,8.031647973801293583e-01,-4.726267326378645883e-01,1.269006019701714338e+00,-4.625217466811511469e-01
1.203131477257213255e+00,-4.864362298614332558e-01,1.625601330732325600e+00,-2.962641016185162957e-01,1.911282170069960928e+00,4.138680896976787427e-02
-1.397234424484525006e-01,9.653216448373306280e-01,3.231385582867185580e-01,9.247321216117886378e-01,7.179934969765363606e-01,7.004613645041437575e-01
1.086815356056113346e+00,-5.051649110845517487e-01,1.529999500405732515e+00,-3.397461134789170889e-01,1.856051038400668318e+00,5.788919104730254860e-03
-6.905537181866833185e-01,7.198939527521526216e-01,-2.891795647804873415e-01,9.609989161418985848e-01,1.788031671005075873e-01,9.945301702633740915e-01
-8.244039079380522869e-03,4.248767132874209929e-01,1.191010712302424807e-01,2.877822841138331228e-03,4.288300479317235236e-01,-3.081516148281869816e-01
-5.652634411996685371e-01,8.340316160632519349e-01,-1.285553816784769099e-01,9.766217265576886408e-01,3.369832298975783957e-01,9.471051708510302980e-01
1.249001728442165948e+00,-4.689413622782974689e-01,1.663519566310185605e+00,-2.340144663168935157e-01,1.929101421912583492e+00,1.440969127350738566e-01
2.958735626996968349e-01,-2.086863901401961319e-01,6.952272687539381435e-01,-4.350115794058661556e-01,1.158045971593556711e+00,-5.000967095044005495e-01
1.281053273491327582e+00,-4.602516458789565057e-01,1.686521703036277131e+00,-2.189227368961468023e-01,1.942008457537667709e+00,1.503000839384925069e-01
-3.900616551188772485e-01,9.136142824145587760e-01,7.021477590393870871e-02,9.982667525508998052e-01,5.153189859954436791e-01,8.762183954351254744e-01
1.233724928956565214e-01,2.275195403207061831e-02,4.386982194758989317e-01,-2.947354661121604491e-01,8.738393437244827977e-01,-4.867895215155069177e-01
1.232669395810261026e+00,-4.756877515656196542e-01,1.652767411037914025e+00,-2.561916917117390002e-01,1.923003591129890166e+00,1.025472251934554657e-01
7.202795910761921050e-01,-4.754632589833202028e-01,1.190119843893114204e+00,-4.843908459067982064e-01,1.612508483053678221e+00,-2.703701223838940182e-01
-1.006899069968149707e+00,3.991506771450374635e-02,-8.807895110456815946e-01,4.814410751715834103e-01,-5.701433771178558985e-01,8.240197371223307865e-01
1.480148099733607836e+00,-3.573186909018554180e-01,1.826462979784758023e+00,-8.340899591284781089e-02,1.989977418074112325e+00,4.815552196454578882e-01
-1.265893870149483458e-01,9.983352848074810160e-01,3.390119732049902690e-01,9.380319763380146059e-01,7.285415404455719557e-01,6.911444201019887323e-01
2.686653759778643430e-03,3.540903224993087739e-01,1.481020607151062873e-01,-4.137463548377982164e-02,4.749690050514001061e-01,-3.547418319795339059e-01
6.059469755096005827e-02,1.003988956580343261e+00,5.030658753839473141e-01,8.627234197863716814e-01,8.426067222922718480e-01,5.207302612353855720e-01
-5.558978075103404581e-02,9.969389772752194068e-01,4.013686225601748037e-01,9.282900944696744761e-01,7.743699715492646796e-01,6.320548612496647012e-01
4.049746093570478211e-01,-3.251868484115975622e-01,8.394366138186369897e-01,-4.971416701753923473e-01,1.305973478883018846e+00,-4.507617857219071711e-01
9.200520345604277228e-01,-4.865660257713238512e-01,1.382335322217344009e+00,-4.060241402494216834e-01,1.761718420642646166e+00,-1.714947086244692775e-01
3.749294042176208874e-01,-2.548751153837645056e-01,7.968971151709820511e-01,-4.719746400788138452e-01,1.263501634014322805e+00,-4.624715130578110345e-01
1.278542950335514350e+00,-4.548974623108846815e-01,1.685097179829829539e+00,-2.256140837168623681e-01,1.940736019485074237e+00,1.470373782686742736e-01
2.364303513420681555e-02,2.794524670572516301e-01,2.239556796701189234e-01,-1.340270986038741841e-01,5.938276216973329413e-01,-4.213370079122435996e-01
7.997227358208217618e-01,-4.768520349255604973e-01,1.265685016556790554e+00,-4.658646891710548910e-01,1.675547345520092213e+00,-2.240944908180930728e-01
-9.935878112346049340e-01,1.160088170910238969e-01,-8.377481636595011105e-01,5.413051277892656499e-01,-5.008207854844943796e-01,8.540021855707865539e-01
-1.142283371338934789e-01,9.837842402004352005e-01,3.489092142737718061e-01,9.355040767241021848e-01,7.375372580641393894e-01,6.763795352847002951e-01
3.775742241293780221e-01,-2.540785699644951268e-01,8.006982759086523904e-01,-4.676568672754466416e-01,1.266649564116443027e+00,-4.823880766644285667e-01
6.092869048061085868e-01,-4.182865894626238701e-01,1.068658452356998634e+00,-4.960559291382682923e-01,1.513975086671609516e+00,-3.459200223861238488e-01
-5.952011267331033251e-01,8.052269023472991005e-01,-1.661954439065783107e-01,9.815968604840168421e-01,2.997299631279349286e-01,9.401862728170953254e-01
4.164298820223616415e-01,-3.144997510433841792e-01,8.477439802422350734e-01,-4.791645201084858696e-01,1.312179049568428679e+00,-4.436127562557800053e-01
1.538703385588970463e+00,-3.448001845804299359e-01,1.862349858863354246e+00,-3.608378088885378504e-02,2.000236864045262575e+00,3.425707731019067559e-01
1.406457361701505038e+00,-4.276924539521714252e-01,1.777274883915888948e+00,-1.068412550732533023e-01,1.976840201282826115e+00,2.983945652847071472e-01
5.293689849798560720e-01,8.418201708512511594e-01,8.579427887765609384e-01,4.746185367414275103e-01,9.984079261717427878e-01,9.584359153139708487e-02
-3.755015138214241599e-01,9.130079906035166726e-01,8.621109880662224112e-02,1.003486938842717668e+00,5.308355170090683917e-01,8.598633744405075330e-01
7.544750386011174481e-02,9.963363710104296000e-01,5.195015146529243788e-01,8.638256953593524967e-01,8.530366124216002266e-01,5.079206554559528852e-01
1.267335949399174710e+00,-4.492800942594827873e-01,1.676913600384646985e+00,-2.576507761875999614e-01,1.936971191395213232e+00,1.646046386579116394e-01
1.973192190681808122e-01,-7.030571291195841788e-02,5.557272464355336172e-01,-4.077658190543618777e-01,1.010598663549357790e+00,-5.055045699430554818e-01
-2.761216395830627945e-01,9.633034268013459522e-01,1.910162980335897986e-01,9.965495573743303748e-01,6.159930697053329629e-01,7.513965666905965124e-01
-8.184492648615326882e-01,6.037788702835280574e-01,-4.672385431856951321e-01,8.885578519174993639e-01,-1.472934275305449320e-02,9.993013924122838842e-01
-9.566165221717577438e-01,2.928979350719017605e-01,-7.170253706413040051e-01,7.044786965049705252e-01,-3.258227773336059285e-01,9.435340415067422493e-01
-2.989389370189995399e-01,9.404005737736648163e-01,1.687079922561131040e-01,9.739431629917283395e-01,5.971648688279557193e-01,8.040683895324892694e-01
9.942731116022490712e-02,4.503961143444657617e-02,3.933598935872362756e-01,-3.049380445557565711e-01,8.201591594657664519e-01,-4.790195984717905420e-01
7.931681751690546900e-01,-4.890274330470771313e-01,1.259911126549488447e+00,-4.601246214582220828e-01,1.672153859559091238e+00,-2.404461831563247942e-01
4.412910279167041039e-01,-3.232369236953066549e-01,8.765149905321151236e-01,-5.057783942445681635e-01,1.342640844188428773e+00,-4.310794727058733788e-01
-2.495973885031716188e-01,9.818511468139651255e-01,2.201050963677455286e-01,9.716049036404639239e-01,6.371973885343873434e-01,7.655071635937369390e-01
-8.319388699792175101e-01,5.508219279835477877e-01,-4.924800461807493090e-01,8.606224873043726298e-01,-4.245445614678476642e-02,1.011097529638699255e+00
9.758823003607916546e-02,1.081098165093356267e-01,3.907496607111352049e-01,-2.800818455346039682e-01,8.165966680762829499e-01,-4.666984352402579472e-01
-3.942990257450323596e-03,3.758502336006215860e-01,1.259192078040256846e-01,3.890770908916552778e-02,4.432495747639214612e-01,-3.350305683169151338e-01
-8.554705483471523042e-01,5.080615280763001174e-01,-5.263275757699223956e-01,8.264056646059266820e-01,-8.393013803038540388e-02,9.922778994674524844e-01
-9.479948598645908664e-01,3.184982604254341099e-01,-7.001030003933017554e-01,7.058192267094235417e-01,-3.011363647861369230e-01,9.609959709625502944e-01
2.168991068654333408e-03,4.180466152735120566e-01,1.467466697854306890e-01,-3.865283611156139498e-02,4.710802165552975262e-01,-3.619217095086736946e-01
2.894627708844428327e-01,9.630332860794892369e-01,6.933949210336641800e-01,7.097152862418287800e-01,9.452110947607580416e-01,3.308010631817177583e-01
4.585513461150537706e-01,-3.195308730025239741e-01,9.030081792533021234e-01,-4.988484987521522029e-01,1.364658474003652255e+00,-4.349293998426170815e-01
-9.043413257743966316e-01,4.537724357914918460e-01,-6.149423333443773121e-01,8.030284232269714328e-01,-1.912705077816248822e-01,1.000653994277657777e+00
1.120566304830426796e-01,5.831462434187942995e-02,4.167372350246159596e-01,-2.930910844607559906e-01,8.483785257510468858e-01,-4.962100331757799965e-01
-1.961885197760097621e-01,9.947937399348806276e-01,2.705418277819310879e-01,9.730017410204789829e-01,6.783817997095844543e-01,7.214771372442541075e-01
1.315701788446583913e-03,3.710708199000083418e-01,1.418671152328613294e-01,-1.791196229681482621e-02,4.655120445551743646e-01,-3.402787214780096381e-01
6.453317643035695328e-01,-4.402925028121369433e-01,1.105317041223487839e+00,-4.916760468833436537e-01,1.544776785787959072e+00,-3.320166751937521088e-01
1.438493508991625536e+00,-4.131550033210577011e-01,1.798935041370216537e+00,-1.375661226677871163e-01,1.982557694975747076e+00,2.691396317649831782e-01
-1.005127032524635089e+00,6.911174639952270826e-03,-8.773504358211374754e-01,5.266742487183505572e-01,-5.641920079259976628e-01,8.267987781788431745e-01
-1.004224591577961068e+00,3.961651820700357041e-02,-8.762050870568137695e-01,4.738014941505874211e-01,-5.605619045084807572e-01,8.224068551051280096e-01
-7.424122041232253943e-01,6.613715549046119691e-01,-3.578195954145325097e-01,9.354908329576612225e-01,1.040466786412597849e-01,9.937449808787101047e-01
2.257588986723620961e-01,-1.277865564762130368e-01,5.965278335976899049e-01,-4.335748278381759691e-01,1.058142233952764411e+00,-4.968715361901544503e-01
3.585234633228225332e-01,9.330339323877805402e-01,7.435591215844891133e-01,6.797155107817954844e-01,9.646098849289468369e-01,1.999003733086513190e-01
-3.319484717372599425e-01,9.358243985182967961e-01,1.326494551032691704e-01,1.000791691191911026e+00,5.683849471221952276e-01,8.144522983776716352e-01
3.389748678513884173e-01,-2.472565738861997042e-01,7.511297248793230574e-01,-4.641178681349462654e-01,1.217134422734594601e+00,-4.671325080805440177e-01
1.398399824012040327e+00,-4.115993844405338997e-01,1.770486997843076837e+00,-1.234836950371613062e-01,1.974388952570911293e+00,2.686295278754419757e-01
3.763252409533128229e-01,-3.006185263594728929e-01,8.004833652450211723e-01,-4.940561527836103695e-01,1.265716401283857317e+00,-4.728306098245229627e-01
-1.532963958819570927e-01,9.946448338426976399e-01,3.113222486594581784e-01,9.479462973722332375e-01,7.084153324202071556e-01,7.117700950404337590e-01
-9.768230206003067906e-01,1.123434435575089846e-01,-7.797449240047356067e-01,6.258950148824171666e-01,-4.081709417752690250e-01,9.254112859015943826e-01
-5.197697799848450817e-01,8.579597173749565764e-01,-7.767421903692681151e-02,1.000102277572659792e+00,3.800730117993413315e-01,9.095677801241067728e-01
7.826648089454876223e-01,-4.824142900648519805e-01,1.246380304053203991e+00,-4.559711939803144931e-01,1.660741661845041461e+00,-2.336718498266022181e-01
3.266299085755225429e-01,9.410354178222681831e-01,7.198917001214534261e-01,7.036288548960857314e-01,9.555465810615967337e-01,3.449591001718901873e-01
5.128547862450723027e-01,-3.519457824066578588e-01,9.634518579476536448e-01,-5.098148444002117419e-01,1.418285238967199824e+00,-4.150419911509774518e-01
6.835511406981541471e-01,-4.421201114496065010e-01,1.147431958276439845e+00,-4.849478989442159715e-01,1.580669022153535108e+00,-2.976041006070063166e-01
1.086895756698369742e-01,7.876894350643418030e-02,4.111599082706192676e-01,-3.007271648059278712e-01,8.420536407115535305e-01,-4.956563170179363875e-01
1.131945924336306419e-01,1.004569544283428817e+00,5.532338550317790205e-01,8.447150260630069685e-01,8.726715017418424925e-01,5.156693859059120477e-01
-1.676526631318184801e-01,9.843301978879384073e-01,2.967635971507733839e-01,9.707197879841570343e-01,6.973553013039007764e-01,6.933452562287081289e-01
-8.308177239080675180e-01,5.684658361018610773e-01,-4.906364296031293093e-01,8.677152518735243847e-01,-4.008127427108817975e-02,9.780449516649247776e-01
4.042708565365519813e-01,-3.029641621777603988e-01,8.383809937662631828e-01,-4.843037879230532305e-01,1.305059369442596484e+00,-4.467526571218390918e-01
1.570129558047357099e+00,-3.249248444624143750e-01,1.881061660357862264e+00,2.014671531759924111e-02,2.007247666440106659e+00,4.604056583910178246e-01
-7.342148315024528138e-01,6.827151508537089297e-01,-3.489846776706083675e-01,9.407149160997433368e-01,1.164934556277315708e-01,9.880474591436860798e-01
2.015609140815743661e-01,-8.101473333563004309e-02,5.609820932734250754e-01,-3.956447478267348106e-01,1.019297441004103577e+00,-5.151617871582879760e-01
-3.967243687674014696e-01,9.331190062286242037e-01,6.466696431303503578e-02,1.006903950428543526e+00,5.073767813891461032e-01,8.585488932005437279e-01
2.020826193122700898e-01,-8.902139784356591368e-02,5.614709246040859858e-01,-3.856327293109602095e-01,1.020777637110700908e+00,-4.785033160111832884e-01
-5.099915626318952677e-01,8.651105479864954484e-01,-6.096637667974755953e-02,1.009631371970088676e+00,3.962831944082375601e-01,9.188614491548076080e-01
3.881523237727079745e-01,9.290262521556681419e-01,7.627082856742719574e-01,6.516757492806598551e-01,9.735885816418209382e-01,1.769934433409527663e-01
-9.724635160406476242e-01,4.613578753483033035e-02,-7.642121576514140369e-01,6.729794862866553817e-01,-3.865232735506972106e-01,9.434325288599102466e-01
9.418881370804997599e-02,9.823279943248848234e-01,5.382522788327119834e-01,8.568616979502668984e-01,8.626996169140401793e-01,5.221064262130103995e-01
-1.322760887779705075e-01,9.848454219022169109e-01,3.324490573497581036e-01,9.545205178408175950e-01,7.238400698873321826e-01,7.020808585150948300e-01
5.887080240872101244e-01,-4.290490216820469493e-01,1.049590318229763897e+00,-4.937109674069439236e-01,1.495813948963759632e+00,-3.615363488110493462e-01
1.389967210915709836e-02,4.726802173005530405e-01,1.873956216018650422e-01,-9.418625433686073078e-02,5.392334240502942855e-01,-3.686234429914131416e-01
9.075904858194926428e-01,-4.854384683721850724e-01,1.370682257095183765e+00,-4.376558605005356206e-01,1.751785517824789418e+00,-1.521235811451422393e-01
-8.611836977499098822e-01,5.033618091173353015e-01,-5.358689728911917305e-01,8.320453831798517719e-01,-9.540642410473525181e-02,1.003037840824483107e+00
5.694504702791999273e-01,8.300607121565758417e-01,8.802291206732683060e-01,4.985943108907829324e-01,1.007913226065970669e+00,1.743688572864821734e-02
1.221447368131661326e+00,-4.796192954212993298e-01,1.642602654786303518e+00,-2.638924970560127536e-01,1.917904372821340964e+00,1.252998008500205152e-01
-8.626696164532562383e-01,5.370173517149963160e-01,-5.399290169802107853e-01,8.567841369480762026e-01,-9.888131908382566393e-02,9.916997879427298379e-01
2.670010562059607628e-01,9.559593974163154151e-01,6.747323537032803298e-01,7.376770774495847727e-01,9.370858722727798407e-01,3.689501162286683567e-01
1.121779764856058126e+00,-5.018694606914457790e-01,1.557347827539060203e+00,-3.098059622291338688e-01,1.875607292342371002e+00,1.073961967762375458e-02
-9.935037201065232138e-01,5.952948202539857375e-02,-8.373643041393732389e-01,5.205640346856654777e-01,-4.996835306543858102e-01,8.717896619316973794e-01
2.056762682724745106e-01,9.705529224984263958e-01,6.280873081594825491e-01,8.077606042543541420e-01,9.142878805091820826e-01,4.180218599094686627e-01
5.003264073196846962e-01,-3.808399485207789592e-01,9.519774013089692399e-01,-4.812053680009512613e-01,1.408094427598441722e+00,-4.192014495582657707e-01
-6.728432191371580551e-01,7.413606765555320610e-01,-2.663170033975964524e-01,9.786629359580139020e-01,2.039438891096551076e-01,9.768083113100870518e-01
4.285430955928986596e-01,-3.268371998741587126e-01,8.619478748952010827e-01,-4.835967347802443417e-01,1.327852508635490425e+00,-4.447961042022157696e-01
-2.396754306101656351e-01,9.725379054162986980e-01,2.302889598397471482e-01,9.611658530341574691e-01,6.460628924468118095e-01,7.563607554893121421e-01
1.312179049568428679e+00,-4.436127562557800053e-01,1.711553930471836793e+00,-1.956256967762054766e-01,1.952093299664845905e+00,1.927731933093554950e-01
2.102915373740238125e-01,9.531855918857961019e-01,6.322950356050119902e-01,7.493962529378451753e-01,9.156524217330109794e-01,3.510464011589687905e-01
3.773069629866055985e-01,9.245338446403157384e-01,7.563151365889873023e-01,6.411466391396950515e-01,9.707964977722878253e-01,2.127551592585529283e-01
-6.694742195221796699e-01,7.467553373224266045e-01,-2.610793227614394696e-01,9.596956395374270921e-01,2.071900888099581783e-01,9.642875581651783046e-01
9.647360903209512006e-01,-4.908106159745944663e-01,1.419635319187706024e+00,-4.076700544658339309e-01,1.787785184043290121e+00,-1.171082686667285627e-01
-8.007517605000734617e-01,5.788915450988592060e-01,-4.417523939875639960e-01,8.860393829310371228e-01,1.581075101731514720e-02,1.004994412359997868e+00
-4.573666326340986577e-01,8.793938424276309673e-01,-5.452287898526190189e-03,9.833192042303137148e-01,4.502333663233968886e-01,9.016269534138716679e-01
9.790373502538765593e-02,4.500812386707192525e-02,3.910462748909679376e-01,-2.691943890554419627e-01,8.170151979371769180e-01,-4.941177761564972681e-01
1.478439148126734631e-02,3.772610818931436127e-01,1.912248394524500017e-01,-9.769971101941704594e-02,5.456735172740829753e-01,-4.019654227680419245e-01
2.357473379842176670e-02,3.489650653594726926e-01,2.219800332707634882e-01,-1.660924725588785178e-01,5.934747852840976945e-01,-4.060393974527681249e-01
-9.795894088287470103e-01,1.921932913785492358e-01,-7.900472160727779469e-01,6.196086055929125314e-01,-4.237487658956433645e-01,8.822968679936594727e-01
-4.504482372072262653e-01,8.850882449773571636e-01,5.509677285329715735e-03,9.963133191899196106e-01,4.599059082414723165e-01,8.654925563623022677e-01
4.580615078037567622e-01,8.718598735278064726e-01,8.128823859730173185e-01,5.746385870364852932e-01,9.860281459817020755e-01,5.968654345479660478e-02
-8.330898721749253610e-01,5.597968024414903265e-01,-4.928955755334545885e-01,8.560009288561086782e-01,-4.356163029564066175e-02,9.828010146322054830e-01
5.640450570654761270e-03,3.708036488969429501e-01,1.567428100457480822e-01,-3.613769469368002807e-02,4.893233375125825013e-01,-3.660528549491234851e-01
1.399533028108398691e-01,-3.657084275141166824e-02,4.625917380151497449e-01,-2.990620825510772463e-01,9.071559989496854604e-01,-4.902514492159296133e-01
-1.280763097407358331e-01,9.760018644395003218e-01,3.374978338832010372e-01,9.436351950465425853e-01,7.266206613767414169e-01,6.983217482694540346e-01
-1.001457662042299246e+00,3.885027765530751909e-02,-8.684789198368106922e-01,4.836609460130685822e-01,-5.495276559990247556e-01,8.557752683998276488e-01
-7.545926726538239038e-01,6.881868526357974858e-01,-3.758839542569240577e-01,9.293764774559292174e-01,8.589532347714630423e-02,9.892599027212013452e-01
6.576996292814105693e-01,-4.217939722399934310e-01,1.123952425814038314e+00,-4.965456017277237177e-01,1.559879602819144173e+00,-3.430213133754284049e-01
-4.811552249428251993e-01,8.905059548020163307e-01,-3.126951538142730413e-02,9.935159629753138599e-01,4.263572520723422077e-01,8.939822468876851280e-01
4.471147795066152120e-01,-3.409524559773572938e-01,8.851740034904829191e-01,-4.846746234264101560e-01,1.349581336767420536e+00,-4.218981502972311004e-01
1.064681684748397084e+00,-5.303145480956609203e-01,1.508500535732569592e+00,-3.580686496050016210e-01,1.844166605462487007e+00,-1.710147489246839972e-02
9.102107976174896864e-01,-5.066408404766494789e-01,1.373165989626577099e+00,-4.403398019495069482e-01,1.753695334535956052e+00,-1.579413323682008485e-01
7.186739216457075363e-01,-4.423941594450135906e-01,1.188181595162185022e+00,-4.800109541976316230e-01,1.611523482757508452e+00,-2.955198218707799085e-01
-1.825348481516728041e-03,9.852819423580256863e-01,4.541429805211882331e-01,8.892723150474151073e-01,8.103102381347089267e-01,5.806326234987482238e-01
9.316156934717249039e-01,-5.049019870098235829e-01,1.392410243659038427e+00,-4.235018216762870269e-01,1.767523036574012218e+00,-1.448622473604330163e-01
2.489375585624998832e-01,9.816571393925281885e-01,6.646766677637439003e-01,7.615284345496460272e-01,9.310251872268457962e-01,3.885112026238699556e-01
1.095121341081071176e+00,-4.806526930681798149e-01,1.536847206336616534e+00,-3.458873099827446951e-01,1.860579461463526707e+00,-2.766592364696185413e-02
9.146432907262671552e-01,-4.871574988270587769e-01,1.374785267763797059e+00,-4.317886982521457195e-01,1.756830308662867601e+00,-1.535070535950506521e-01
1.361028700297541194e+00,-4.321845185764197628e-01,1.745671823821905333e+00,-1.919242373448216410e-01,1.965112357744917215e+00,1.978254674255215950e-01
5.518603122079450696e-01,-3.883923233656165763e-01,1.007844245783294124e+00,-4.851701637419896795e-01,1.461257721476833860e+00,-3.779121483992838870e-01
-8.914897519824626082e-01,4.467412213340248295e-01,-5.919303897950684012e-01,8.008860391169910775e-01,-1.609004554868400660e-01,9.732821164910959721e-01
5.649923247057761500e-02,1.916329648871802904e-01,3.087666585759231697e-01,-2.168910553922074880e-01,7.089599039889796783e-01,-4.644743044201222193e-01
-3.579141598026892024e-01,9.443496185723675440e-01,1.036725238767919888e-01,1.004127914214153039e+00,5.446377435400289180e-01,8.618929703951911936e-01
-7.715642392886752354e-01,6.097183925385131209e-01,-3.968927728783196440e-01,9.144934009066366665e-01,6.459697496033016406e-02,9.999539147259187688e-01
1.735916098624140300e-02,3.122498452745974262e-01,2.005051087389961018e-01,-1.026326357983995130e-01,5.606489248591266517e-01,-4.064233987066163123e-01
5.773574485689311198e-01,8.268458748671241310e-01,8.850188548522193166e-01,4.537086941291502140e-01,1.010968253137515926e+00,-4.395249369683133442e-03
2.265487276012435186e-02,1.011265153177177245e+00,4.731433741742945287e-01,8.880582127297130812e-01,8.222771278451099786e-01,5.858466061194111951e-01
-3.276331353580650974e-01,9.432180355545239925e-01,1.366266696782505452e-01,9.901022115717414973e-01,5.727785234770436107e-01,8.123815289122043870e-01
-3.229802803361259689e-01,9.391369221329329831e-01,1.400455595659083896e-01,9.901026109534493136e-01,5.747605793424700460e-01,8.209319516168810393e-01
-9.364151642272393605e-01,3.232717910523240090e-01,-6.749084619026711751e-01,7.511532397507552083e-01,-2.687043563184610129e-01,9.585107412339263222e-01
